,cause,age,Year,valprevnumberboth,valdeathsnumberboth,valprevrateboth,valdeathsrateboth,valprevpercentboth,valdeathspercentboth,valprevnumberfemale,valdeathsnumberfemale,valprevratefemale,valdeathsratefemale,valprevpercentfemale,valdeathspercentfemale,valprevnumbermale,valdeathsnumbermale,valprevratemale,valdeathsratemale,valprevpercentmale,valdeathspercentmale,is_projection
184,Ischemic heart disease,15-49 years,2005,4693131.1256,200922.0864,33428.0978,1349.379,0.3388,8.6166,1970981.1389,63921.419,27012.1167,774.0854,0.2714,6.8198,2722149.9877,137000.6658,39579.9696,1903.955,0.4057,9.5632,False
185,Ischemic heart disease,15-49 years,2006,4747313.9459,200426.0832,33526.7437,1335.3308,0.34049999999999997,8.5901,1990733.5784,63455.2308,27066.9195,757.0515,0.272,6.7749,2756580.3672,136970.8517,39698.4859,1891.8343,0.4076,9.5279,False
186,Ischemic heart disease,15-49 years,2007,4805243.3317,200638.6086,33644.2747,1318.3716,0.3416,8.653,2011743.9753,62828.559,27157.1287,742.4395,0.2738,6.8013,2793499.3565,137810.0488,39825.2386,1871.8308,0.409,9.6051,False
187,Ischemic heart disease,15-49 years,2008,4865887.166900001,204321.1636,33777.2101,1304.0173,0.3432,8.5998,2034109.2441,63145.0002,27282.539,726.5416,0.275,6.6908,2831777.9231,141176.1623,39955.8303,1858.3046,0.4101,9.5817,False
188,Ischemic heart disease,15-49 years,2009,4925265.4387,204819.4136,33948.7503,1283.1351,0.3454,8.6061,2056696.1194,63343.0997,27452.5182,714.0457,0.2769,6.6944,2868569.3186,141476.3128,40122.6482,1829.705,0.412,9.5966,False
189,Ischemic heart disease,15-49 years,2010,4976106.7143,205088.8501,34174.4999,1270.2989,0.3467,8.751,2076699.8829,62961.3091,27659.0364,703.4562,0.2786,6.7478,2899406.8320999998,142127.54129999998,40353.0679,1814.7384,0.4145,9.7811,False
190,Ischemic heart disease,15-49 years,2011,5018110.8113,203105.6437,34422.8203,1257.4372,0.35009999999999997,8.6039,2092979.18,61932.7683,27870.4547,692.5452,0.2809,6.632,2925131.6307,141172.8755,40619.4606,1799.9952,0.4174,9.6316,False
191,Ischemic heart disease,15-49 years,2012,5057624.4738,204442.8194,34664.462,1243.9011,0.3524,8.598,2107681.4036,62876.3557,28075.3017,682.049,0.2827,6.5728,2949943.0713,141566.4636,40884.0006,1783.1744,0.4209,9.6423,False
192,Ischemic heart disease,15-49 years,2013,5101829.911499999,206596.4297,34918.0898,1237.0955,0.35509999999999997,8.6841,2123906.5387,64001.2987,28284.2417,672.76,0.2845,6.5543000000000005,2977923.3737,142595.1317,41173.2398,1777.9015,0.4229,9.7613,False
193,Ischemic heart disease,15-49 years,2014,5156607.672,206064.2985,35191.6964,1233.0425,0.3579,8.6176,2144412.6451,63010.6535,28508.1702,668.2665,0.2871,6.498,3012195.0263,143053.6447,41494.6057,1773.836,0.42669999999999997,9.6848,False
194,Ischemic heart disease,15-49 years,2015,5224761.647,203041.9743,35492.1358,1234.3178,0.3607,8.6741,2170599.0207,61746.8043,28757.3391,669.6023,0.28959999999999997,6.5398,3054162.6273,141295.1698,41849.9284,1774.465,0.4301,9.7531,False
195,Ischemic heart disease,15-49 years,2016,5308785.2622,204185.3097,35857.0282,1224.203,0.3653,8.7057,2204686.7398,62341.3352,29074.3302,661.6231,0.2929,6.5431,3104098.5212,141843.9729,42261.642,1761.7802,0.4348,9.7949,False
196,Ischemic heart disease,15-49 years,2017,5407263.5527,203082.8823,36289.2017,1212.7813,0.369,8.7683,2245960.6519,61100.4963,29455.572,651.3458,0.2965,6.5498,3161302.9007,141982.3872,42731.8839,1748.5466,0.4399,9.8673,False
197,Ischemic heart disease,15-49 years,2018,5508810.0042,202655.5899,36716.5503,1213.9773,0.3743,8.9039,2288220.7343,59973.7747,29830.0882,645.9276,0.3005,6.6566,3220589.2686,142681.8145,43189.8715,1755.6194,0.4449,10.0028,False
198,Ischemic heart disease,15-49 years,2019,5601070.4189,202165.8219,37077.5789,1213.1779,0.3781,8.9942,2325085.0382,59483.525,30128.218,642.558,0.30419999999999997,6.7317,3275985.3817,142682.2969,43579.0693,1756.7175,0.4482,10.0978,False
199,Ischemic heart disease,15-49 years,2020,5680289.0706,201672.7798,37347.4584,1183.7766,0.3811,8.2636,2355523.7772,60152.021199999996,30331.028,637.1957,0.3064,6.2043,3324765.2934,141520.7576,43873.0219,1704.6739,0.4523,9.2779,False
200,Ischemic heart disease,15-49 years,2021,5800612.2707,205358.64680000002,38112.9317,1184.0247,0.3883,7.9067,2430964.4583,60914.628600000004,31224.9196,629.6649,0.3142,5.835,3369647.8122,144444.0175,44469.4571,1711.8234,0.4584,8.8959,False
201,Ischemic heart disease,15-49 years,2022,5703305.663225116,201893.64629427082,37507.43970375149,1205.0779725842808,0.3825199248104458,8.687650317600518,2373236.5976750585,59649.920205428585,30523.406892330146,638.8939586601493,0.3080405864655428,6.495081098130494,3330072.864406796,142932.13720812803,43993.75330154587,1744.502264254893,0.45282130634172263,9.74948783821523,True
202,Ischemic heart disease,15-49 years,2023,5964965.9818001175,200738.33307020133,38531.86459252056,1183.1876188269866,0.3931876554983706,7.869036890884786,2494241.7116634175,59903.24742715153,31441.1205194683,630.9342519002846,0.31716101435245714,5.888545603950471,3470733.9444408985,143267.3486106427,44991.81693262512,1709.5934899694594,0.4640428251371535,8.812193123127221,True
203,Ischemic heart disease,15-49 years,2024,6201851.00639129,199914.7985927034,39446.03436618982,1180.7050806524283,0.4025820175877626,7.430070664437562,2609598.6145433793,59691.03891638968,32293.02723408391,627.0940459575996,0.3255217116682474,5.563602695804089,3592265.8747991016,144635.36680088806,45843.030616959535,1708.4673314108172,0.4730828251342717,8.294135366764069,True
204,Ischemic heart disease,15-49 years,2025,6421239.393310547,198174.7818891108,40174.51716046035,1178.3812491497956,0.41023557014398193,7.000165349803865,2713394.136352539,59313.53891826846,32930.008518897,626.0173929615412,0.3320223608400852,5.28142458666116,3707861.399658203,145457.3966331482,46533.287890434265,1705.1776952075306,0.48051069061148155,7.776280999183655,True
205,Ischemic heart disease,15-49 years,2026,6612385.968994141,196932.42185854912,40780.54807384312,1177.0702435988933,0.4165680644226768,6.565376226790249,2806074.2052001953,59071.993329437275,33471.78243279457,625.8777665030211,0.3375009212725786,4.9949325462803245,3806329.0703125,146438.2720451355,47083.10495567322,1702.9516665900592,0.4864547650631721,7.255146596580744,True
206,Ischemic heart disease,15-49 years,2027,6820869.495361328,195582.84647801518,41412.249624833465,1176.4032174055465,0.4231663912669319,6.06902180146426,2908027.1622314453,58830.44774060609,34037.02760177851,626.3895161328837,0.3432153609287525,4.671750131063163,3912860.8046875,147619.33210372925,47643.99153995514,1701.4163490487263,0.49253645265525847,6.659386463463306,True
207,Ischemic heart disease,15-49 years,2028,7047686.654052734,194126.0557474792,42069.62181340158,1176.3801705695223,0.43003055067651985,5.507379385642707,3019793.1099853516,58588.902151774964,34625.74402585626,627.5526418518275,0.34916567980877744,4.30965615902096,4027913.1813964844,149020.6548728943,48214.83809661865,1700.571742583532,0.4987457325387368,5.984517630189657,True
208,Ischemic heart disease,15-49 years,2029,7293834.125732422,192562.04966697097,42752.66463958472,1177.0011030910537,0.4371605426520091,4.8767262967303395,3141912.151977539,58347.35656294378,35237.93170502782,629.3671436584555,0.3553518779124829,3.906429440714419,4151942.77734375,150662.3183555603,48794.535078048706,1700.417847194476,0.5050725839082588,5.22605711966753,True
209,Ischemic heart disease,15-49 years,2030,7560308.589599609,190890.8282364905,43461.37810333818,1178.2660149699077,0.44455636719317226,4.173339852131903,3274924.3892822266,58105.810974112595,35873.590639293194,631.8330215536989,0.36177395523998257,3.4598487904295325,4285406.171630859,152564.40060043335,49381.97293663025,1700.954662881326,0.5115069859075447,4.37952197343111,True
210,Ischemic heart disease,50-74 years,2001,89812650.63949999,2818164.9361,1935689.4047,73475.0418,19.3693,37.2911,34573671.7442,1053074.6331,1445562.6377,53705.7761,14.4602,33.0042,55238978.8954,1765090.3042000001,2446172.0993,95088.9132,24.4865,40.096000000000004,False
211,Ischemic heart disease,50-74 years,2002,91655059.2582,2864567.9746000003,1923810.5788,72038.2826,19.2504,36.915,35297997.5625,1069331.7185,1436906.0642,52502.4556,14.3735,32.6324,56357061.6964,1795236.2569,2430653.8377,93427.36,24.3315,39.714,False
212,Ischemic heart disease,50-74 years,2003,93477701.1624,2903387.5421,1911129.3406,70590.5518,19.1242,36.5634,36014628.006,1079447.8033,1427443.7783,51324.604400000004,14.2783,32.2292,57463073.1567,1823939.7389,2414309.8974,91715.8211,24.168,39.4004,False
213,Ischemic heart disease,50-74 years,2004,95405664.7829,2887546.3649,1897019.8216,68704.6266,18.9833,36.1732,36751334.35,1066693.4158,1416926.4624,49817.3679,14.1739,31.7579,58654330.4327,1820852.9486999998,2396380.1958,89459.40669999999,23.9899,39.0672,False
214,Ischemic heart disease,50-74 years,2005,97438792.6416,2915424.5602,1883873.1589,67442.5513,18.8523,36.0333,37528087.2242,1073586.7925,1406790.7985,48685.4027,14.0715,31.5463,59910705.4181,1841837.7677,2380167.8532000002,88123.8429,23.8282,38.9615,False
215,Ischemic heart disease,50-74 years,2006,99777886.8626,2883015.7155,1873917.4417,65548.2598,18.752,35.8027,38414393.2653,1062142.6166,1398745.8437,47159.6413,13.9922,31.2157,61363493.5967,1820873.0984,2368023.5611,85801.8423,23.7076,38.7847,False
216,Ischemic heart disease,50-74 years,2007,102383414.6313,2905892.4140999997,1865901.3965,63948.7819,18.6721,35.6027,39411245.0926,1062589.404,1392795.6948,45857.4469,13.9329,30.939,62972169.5393,1843303.0101,2357718.2939,83890.7657,23.6045,38.6459,False
217,Ischemic heart disease,50-74 years,2008,105008904.2447,2953422.8573,1858529.8751,62463.6665,18.5987,35.3419,40401069.6922,1068348.3169,1386814.6442,44535.4443,13.872300000000001,30.5627,64607834.5528,1885074.5411999999,2348405.6114,82144.7128,23.5114,38.4496,False
218,Ischemic heart disease,50-74 years,2009,107792207.04089999,2967975.6237,1851396.5185,60805.5416,18.5281,35.1213,41469881.833,1071828.6595,1381480.99,43246.4231,13.8188,30.2307,66322325.2095,1896146.9642,2339035.6282,80002.0021,23.4186,38.3034,False
219,Ischemic heart disease,50-74 years,2010,110558212.6047,3025044.0975,1844713.2325,59430.294,18.4623,34.8527,42538207.9205,1086199.2025000001,1376105.1686,42135.6902,13.7661,29.8822,68020004.6837,1938844.8935,2330649.1547,78319.2472,23.3349,38.0942,False
220,Ischemic heart disease,50-74 years,2011,113480717.005,3069001.89,1839517.8403,58135.0213,18.4097,34.7834,43662684.2918,1099457.2933,1371404.5788,41156.3622,13.7191,29.7742,69818032.7136,1969544.5966999999,2324510.8676,76634.3693,23.2738,38.0494,False
221,Ischemic heart disease,50-74 years,2012,116571913.7187,3122933.5688,1834809.3688,56908.2491,18.3618,34.6111,44832830.8864,1122661.1688,1367023.4753,40181.2354,13.6747,29.5485,71739082.8303,2000272.4005,2319064.313,75091.3081,23.2194,37.9037,False
222,Ischemic heart disease,50-74 years,2013,119825492.612,3133223.1893,1831440.3768,55605.495,18.3282,34.3472,46046235.6158,1123428.8472,1363095.0488,39059.9977,13.6354,29.1987,73779256.9958,2009794.3422,2315693.9183,73562.6191,23.1848,37.6975,False
223,Ischemic heart disease,50-74 years,2014,123485884.4988,3159568.1458,1829368.2536,54741.4247,18.3082,34.0787,47456751.8601,1127146.2486,1360614.2924,38304.2933,13.6116,28.8565,76029132.639,2032421.8980999999,2313743.2675,72589.9674,23.1658,37.4733,False
224,Ischemic heart disease,50-74 years,2015,127311870.78040001,3224081.1475,1829835.6679,54377.9132,18.3127,34.1136,48967351.1013,1149576.077,1360437.1561,38052.2048,13.6089,28.8751,78344519.67909999,2074505.0702,2314853.9121,72109.5962,23.1783,37.4976,False
225,Ischemic heart disease,50-74 years,2016,131722043.6651,3302592.5565,1836424.1694,53630.8234,18.3798,33.9531,50836589.532,1177137.2431,1366031.047,37395.1967,13.6654,28.654,80885454.1328,2125455.3146,2322518.2193,71285.0349,23.255,37.3807,False
226,Ischemic heart disease,50-74 years,2017,136574076.0411,3345572.6691,1847241.998,52849.5962,18.4871,33.8671,52988210.0292,1187149.4006,1375944.456,36752.4159,13.7645,28.4925,83585866.0126,2158423.2698,2334177.0677,70340.1005,23.371,37.3462,False
227,Ischemic heart disease,50-74 years,2018,141675431.6129,3463091.7531,1859684.3585,52548.6054,18.612000000000002,33.8824,55287968.8943,1231280.1239,1387629.2944,36428.6046,13.881499999999999,28.472,86387462.7188,2231811.6285,2347192.192,70071.5229,23.502,37.3723,False
228,Ischemic heart disease,50-74 years,2019,147005304.8051,3552581.9559,1871641.9264,52267.0702,18.7316,33.8751,57627928.7619,1263362.973,1399094.9058,36262.9489,13.996,28.4485,89377376.04179999,2289218.9844,2359571.6037,69635.38220000001,23.6272,37.3879,False
229,Ischemic heart disease,50-74 years,2020,152006658.2006,3619077.9927,1879877.9355,51774.3875,18.8142,29.761,59788528.3289,1290099.8513,1408013.957,35986.5707,14.0847,25.5007,92218129.8723,2328978.1413,2367404.288,68895.8594,23.704,32.3966,False
230,Ischemic heart disease,50-74 years,2021,157728657.1581,3705231.0683,1911383.5352,51591.7843,19.129,27.1305,63087726.2733,1329986.5247,1447313.0943,36130.2733,14.4785,23.5409,94640930.8846,2375244.5438,2391252.6058,68374.6842,23.9424,29.3488,False
231,Ischemic heart disease,50-74 years,2022,152174700.05028874,3634735.909516963,1889346.7584684032,52226.2769783255,18.908724786114767,31.76095234037161,60130039.21458,1296821.458077539,1418344.0499962792,36326.021745716556,14.188480286386609,26.929244374525545,92044555.78858617,2332443.287678957,2376003.577930576,69513.85077001862,23.79126311795223,34.8463312162745,True
232,Ischemic heart disease,50-74 years,2023,165236539.69455498,3846153.9671276268,1934687.0077892821,52318.10469394683,19.362366144526973,26.16511605160236,66442701.044763744,1382998.3935003513,1467133.5199674317,36633.44566144653,14.67615069108814,22.94278459193468,98793571.0903521,2443421.603111779,2418705.830424658,69463.36626593047,24.21761756954137,28.086021826993225,True
233,Ischemic heart disease,50-74 years,2024,175964209.06581,4033514.3900026074,1981865.692384136,53016.729274383244,19.834230376667904,22.570641225206852,71915769.08123626,1460901.815226348,1518312.9456787792,37390.35762708862,15.18798969693333,20.422356470730303,104048067.08616509,2536333.708421767,2462720.217763838,70224.82420365326,24.658102687605435,23.741884281133412,True
234,Ischemic heart disease,50-74 years,2025,185505312.25,4206385.045593262,2025412.9241638184,54012.28920555115,20.269836670253426,19.121277421712875,76789193.375,1533020.9656982422,1564707.643737793,38341.00010681152,15.651724135503173,18.054426982998848,108715672.39501953,2618591.1057081223,2504393.2642211914,71413.53082847595,25.07515525794588,19.52412723749876,True
235,Ischemic heart disease,50-74 years,2026,193468293.328125,4353058.794128418,2065517.8450622559,55072.230489730835,20.67097284970805,15.769318714737892,80986457.640625,1595753.0721435547,1608242.850036621,39351.31784820557,16.086882511153817,15.76442402601242,112481357.04345703,2685544.6046829224,2542030.6471557617,72667.80800437927,25.45175025681965,15.421667717397213,True
236,Ischemic heart disease,50-74 years,2027,201896336.8984375,4510413.9201049805,2110205.3980407715,56364.286336898804,21.117934121284634,11.981548398733139,85502831.8125,1663866.2752685547,1657062.3330688477,40570.06098175049,16.57484322041273,13.188005685806274,116392994.24072266,2755093.0014152527,2583715.0520629883,74205.04476737976,25.868830933934078,10.778850995004177,True
237,Ischemic heart disease,50-74 years,2028,210806455.1484375,4678852.782653809,2159669.1748962402,57897.862745285034,21.612656752113253,7.731400743126869,90352692.234375,1737582.5709228516,1711420.9896850586,42005.97023773193,17.118152463808656,10.307334825396538,120453219.84033203,2827236.2959079742,2629588.31829834,76037.0590724945,26.327818016288802,5.563012830913067,True
238,Ischemic heart disease,50-74 years,2029,220215660.2578125,4858777.740905762,2214102.767791748,59682.36568260193,22.157077016774565,2.9923100769519806,95550415.203125,1817123.9564208984,1771573.7162475586,43667.78636932373,17.719356445595622,7.104574277997017,124664669.6977539,2901974.4881572723,2679792.285461426,78175.66885185242,26.830132227158174,-0.25851089507341385,True
239,Ischemic heart disease,50-74 years,2030,230140964.3515625,5050591.154968262,2273699.76852417,61727.20116233826,22.75313118332997,-2.262289360165596,101110377.0546875,1902712.4283447266,1837775.4103393555,45564.25012969971,18.38100137002766,3.561886951327324,129029979.66845703,2979307.578163147,2734468.7931518555,80632.69206809998,27.3771942963358,-6.718384452164173,True
240,Ischemic heart disease,75+ years,2001,38434711.5311,3035046.4872,5514425.479,448059.8932,55.1443,44.0352,19696365.7305,1777271.612,4728634.8955,426317.5436,47.2869,44.4036,18738345.8009,1257774.876,6592924.5486,485546.7237,65.9311,43.4205,False
241,Ischemic heart disease,75+ years,2002,39774951.3131,3137099.0756,5501102.9587,443789.2847,55.0122,43.8162,20291647.1434,1830577.2206000001,4715428.7562,422009.732,47.1547,44.2023,19483304.1696,1306521.8566,6574466.6609,481596.231,65.745,43.1807,False
242,Ischemic heart disease,75+ years,2003,41164080.8137,3252721.485,5488685.7135,439445.9325,54.8879,43.574,20897661.0713,1881772.3292999999,4702811.0537,417612.6975,47.0293,43.9254,20266419.7418,1370949.1548000001,6556228.7174,477360.9545,65.5632,42.9753,False
243,Ischemic heart disease,75+ years,2004,42639098.2689,3302258.4858,5478406.4443,430713.2159,54.7859,43.1912,21569653.5188,1891518.3809,4692169.8734,409826.7006,46.9225,43.5313,21069444.7495,1410740.1049,6541178.5089,467632.4298,65.4127,42.6061,False
244,Ischemic heart disease,75+ years,2005,44144768.3673,3390923.7581,5473195.1744,426627.3812,54.7328,43.0762,22256285.2425,1931598.5714999998,4686482.8704,406228.5089,46.8654,43.3938,21888483.124,1459325.1857,6532961.6776,463578.7851,65.3303,42.5263,False
245,Ischemic heart disease,75+ years,2006,45717771.6688,3410911.2185,5471166.0059,421057.0755,54.7125,42.9572,22977509.5863,1933394.0935,4683548.4055,401124.3902,46.836800000000004,43.2466,22740262.0831,1477517.126,6528794.9194,457337.6217,65.2891,42.4376,False
246,Ischemic heart disease,75+ years,2007,47277261.591800004,3487789.2336999997,5470886.3089,416860.3238,54.7105,42.7393,23683887.4465,1965358.7859999998,4683200.708,397214.6754,46.8329,43.0235,23593374.1454,1522430.4478,6526318.9866,452311.4422,65.2642,42.2465,False
247,Ischemic heart disease,75+ years,2008,48849733.4654,3603487.1588,5471131.7829,414658.6437,54.7125,42.6061,24406739.8346,2023718.8781,4683369.0231,394908.8312,46.8343,42.8536,24442993.6304,1579768.2812,6524924.6157,449964.0622,65.2507,42.155499999999996,False
248,Ischemic heart disease,75+ years,2009,50458137.7179,3685094.56,5474552.5028,411085.64890000003,54.7462,42.4343,25148132.952,2056399.7079,4686833.6007,391440.344,46.8695,42.6232,25310004.767,1628694.8518,6526098.7987,445666.2297,65.2632,42.0483,False
249,Ischemic heart disease,75+ years,2010,52154728.9288,3797309.6798,5479021.7232,407440.0709,54.7912,42.25,25953318.7427,2103338.3108,4691367.3466,387974.7393,46.9147,42.3706,26201410.1866,1693971.3694,6528585.2971,441666.0442,65.2869,41.9619,False
250,Ischemic heart disease,75+ years,2011,53970241.714,3886946.8446,5481989.7716,403908.9027,54.8211,42.1743,26836146.9243,2147480.4172,4694542.1372,384781.254,46.9459,42.275999999999996,27134094.7887,1739466.4273,6530043.5887,436564.4477,65.30199999999999,41.9006,False
251,Ischemic heart disease,75+ years,2012,55874994.7729,3977508.658,5481641.0608,400260.0509,54.8179,42.0413,27763871.6318,2184745.014,4693863.9616,380939.5241,46.9393,42.1098,28111123.1429,1792763.6434,6528310.1096,432638.678,65.2842,41.7992,False
252,Ischemic heart disease,75+ years,2013,57775002.4008,4135558.8683,5482456.2852,396366.2982,54.8256,41.8018,28704578.6435,2250485.7322,4694100.0659,378110.2597,46.942099999999996,41.8037,29070423.7573,1885073.1363,6527355.8167,427954.3258,65.2745,41.6384,False
253,Ischemic heart disease,75+ years,2014,59616704.7503,4263568.4994,5484800.2166,393090.4488,54.8492,41.5001,29632919.8854,2305584.0809,4695761.0332,376344.5737,46.9585,41.471000000000004,29983784.8651,1957984.4186,6527529.5655,423663.7235,65.2767,41.3686,False
254,Ischemic heart disease,75+ years,2015,61511351.8687,4299578.0529,5490647.2178,393991.2611,54.908,41.5527,30604614.5861,2325721.9954,4701396.5807,378400.4877,47.0148,41.529,30906737.2834,1973856.0573,6530829.4223,423888.4298,65.3109,41.4123,False
255,Ischemic heart disease,75+ years,2016,63516636.2757,4357598.7905,5504509.5897,390297.7304,55.0462,41.2853,31629140.508700002,2354880.0138,4715849.1327,375430.5221,47.1592,41.2011,31887495.7662,2002718.7767,6541519.5207,420452.889,65.4176,41.2256,False
256,Ischemic heart disease,75+ years,2017,65543613.2188,4403886.3467,5524078.82,386955.1557,55.2422,41.0897,32671323.985,2377110.4384,4736588.8716,372361.3678,47.3668,40.9934,32872289.2338,2026775.9082,6558380.0015,416900.4406,65.5852,41.0454,False
257,Ischemic heart disease,75+ years,2018,67513929.8842,4473258.4745,5545117.8182,384784.8613,55.4521,41.0526,33643797.8067,2409236.3108,4759196.168,369833.486,47.5928,40.9261,33870132.0778,2064022.164,6576379.3942,415801.11089999997,65.7653,41.0542,False
258,Ischemic heart disease,75+ years,2019,69443907.3472,4550615.7872,5562435.982,383075.8221,55.626599999999996,40.971199999999996,34572582.9987,2436627.5442,4778088.5068,368385.7489,47.7821,40.8251,34871324.3501,2113988.2418,6590527.3098,413959.8508,65.9072,40.995,False
259,Ischemic heart disease,75+ years,2020,71089178.9569,4608619.0757,5566934.2748,378840.335,55.6705,36.4685,35379965.1052,2454303.2765,4787128.3542,362337.9055,47.8721,37.0086,35709213.8527,2154315.7982,6591327.6069,411140.7874,65.9152,35.7872,False
260,Ischemic heart disease,75+ years,2021,73756566.2324,4667511.8318,5643798.9387,375787.8153,56.4388,33.5056,37084222.4772,2482325.0619,4877924.4409,359819.5992,48.7797,34.2802,36672343.7558,2185186.7703,6652406.059,406810.9267,66.5261,32.5828,False
261,Ischemic heart disease,75+ years,2022,71296136.51691696,4589240.391079063,5589498.340598242,380154.3709305102,55.8969429898475,38.57528214680791,35607739.58705997,2451383.8625317966,4810748.932006094,365083.6434576001,48.10855985403552,38.74255495265841,35705734.80796062,2137873.074765371,6607886.7487808615,411960.9186668432,66.08085678198374,38.27775919997692,True
262,Ischemic heart disease,75+ years,2023,75720575.72364226,4668884.8767139055,5652698.166094785,372753.215305603,56.528263992534576,32.23372723438143,38055215.90731913,2478690.176846484,4887762.988633047,356247.4236748413,48.87838238003954,33.27099820701957,37727888.061083436,2190236.8456001366,6646971.172187454,407535.41209451936,66.47183692830129,31.04339266303539,True
263,Ischemic heart disease,75+ years,2024,79199318.27104273,4693346.804859688,5721850.483677129,367636.96946792724,57.219825427920675,28.047599749473335,40075777.3451611,2485274.3655161723,4970034.6638409775,350512.9021975269,49.70104112915441,29.62712270795226,39238484.28876359,2208131.1787756057,6690762.324615429,405098.4317171101,66.90988809110321,26.29990200689316,True
264,Ischemic heart disease,75+ years,2025,81911505.4663086,4682792.751953125,5776052.747436523,363064.4896392822,57.761957600712776,24.02189163118601,41642366.055244446,2474645.8583984375,5035372.370849609,344853.6334075928,50.354445901699364,26.181097455322742,40442670.009765625,2208217.2225341797,6721009.258760452,404050.45343214273,67.21246274136502,21.676937878131866,True
265,Ischemic heart disease,75+ years,2026,84025446.51123047,4653354.7099609375,5826246.357788086,359110.18605041504,58.2639594534412,20.13112612813711,42904333.1396637,2455722.5893554688,5096486.5634765625,339711.7228240967,50.9655949389562,22.857097439467907,41348458.0078125,2197707.515991211,6748773.795017242,403417.1480552554,67.49019019893603,17.200736731290817,True
266,Ischemic heart disease,75+ years,2027,86143567.18701172,4606818.671875,5881306.337646484,354834.63667297363,58.81463919673115,15.738951303064823,44194073.58370972,2428281.7641601562,5163896.444091797,334003.17280578613,51.63970754202455,19.113092623651028,42239221.88183594,2178617.3763427734,6778317.740675926,403008.2383662462,67.78571358507907,12.138196527957916,True
267,Ischemic heart disease,75+ years,2028,88263543.0444336,4542100.0869140625,5941435.315917969,350204.06871032715,59.41602443251759,10.815459586679935,45511587.387397766,2391772.8881835938,5237886.74609375,327678.06312561035,52.37963178101927,14.92406152933836,43113208.50488281,2150412.7435302734,6809641.095737457,402823.72436499596,68.09903289977956,6.454314798116684,True
268,Ischemic heart disease,75+ years,2029,90383049.63427734,4458114.3994140625,6006835.921630859,345184.70960998535,60.070142772980034,5.330743528902531,46856874.550727844,2345645.4692382812,5318742.201660156,320686.4736480713,53.18821572791785,10.264982722699642,43968664.74902344,2112559.557495117,6842743.860199928,402863.6060515642,68.43014814303751,0.11408907175064087,True
269,Ischemic heart disease,75+ years,2030,92499762.51513672,4353777.0546875,6077710.783813477,339742.7866668701,60.77902182377875,-0.7451044395565987,48229935.07370758,2289349.0122070312,5406747.544433594,312978.48402404785,54.06830744724721,5.110834665596485,44803837.48828125,2064523.7572021484,6877626.03406477,403127.883425951,68.7790593148311,-6.917483061552048,True
270,Ischemic heart disease,Age-standardized,2001,0.0,0.0,614701.6524,33909.7741,6.3546,0.0,0.0,0.0,478013.1424,28180.4169,4.9,0.0,0.0,0.0,767885.6059,41218.1267,8.0078,0.0,False
271,Ischemic heart disease,Age-standardized,2002,0.0,0.0,613733.4799,33580.4962,6.3469,0.0,0.0,0.0,477316.3629,27906.4288,4.8939,0.0,0.0,0.0,766474.231,40880.7959,7.9969,0.0,False
272,Ischemic heart disease,Age-standardized,2003,0.0,0.0,612701.4106,33231.9549,6.3391,0.0,0.0,0.0,476555.066,27598.8405,4.8877,0.0,0.0,0.0,764963.8051,40531.2226,7.986,0.0,False
273,Ischemic heart disease,Age-standardized,2004,0.0,0.0,611798.8593,32603.5157,6.3328,0.0,0.0,0.0,475886.3943,27094.981200000002,4.882,0.0,0.0,0.0,763654.1506,39780.5382,7.9775,0.0,False
274,Ischemic heart disease,Age-standardized,2005,0.0,0.0,611253.8583,32251.7315,6.3302,0.0,0.0,0.0,475467.898,26794.4507,4.88,0.0,0.0,0.0,762845.7643,39412.8315,7.9729,0.0,False
275,Ischemic heart disease,Age-standardized,2006,0.0,0.0,611016.4382,31706.4281,6.331,0.0,0.0,0.0,475308.5208,26355.3467,4.8797,0.0,0.0,0.0,762405.0739,38746.1721,7.9738,0.0,False
276,Ischemic heart disease,Age-standardized,2007,0.0,0.0,610846.7111,31247.4486,6.3337,0.0,0.0,0.0,475271.4719,25968.7874,4.8806,0.0,0.0,0.0,761998.0103,38177.936499999996,7.9763,0.0,False
277,Ischemic heart disease,Age-standardized,2008,0.0,0.0,610748.7669,30878.2533,6.3366,0.0,0.0,0.0,475294.0911,25627.789099999998,4.8836,0.0,0.0,0.0,761624.1713,37734.7325,7.9792,0.0,False
278,Ischemic heart disease,Age-standardized,2009,0.0,0.0,610673.7433,30371.3571,6.34,0.0,0.0,0.0,475313.2434,25213.4517,4.8858,0.0,0.0,0.0,761282.3868,37102.3974,7.983,0.0,False
279,Ischemic heart disease,Age-standardized,2010,0.0,0.0,610575.9246,29920.3377,6.3431,0.0,0.0,0.0,475266.4336,24837.197,4.8873999999999995,0.0,0.0,0.0,760972.4707,36596.3508,7.9852,0.0,False
280,Ischemic heart disease,Age-standardized,2011,0.0,0.0,610302.0934,29471.3314,6.3436,0.0,0.0,0.0,475049.4879,24478.054799999998,4.8867,0.0,0.0,0.0,760493.2946,35987.4769,7.9855,0.0,False
281,Ischemic heart disease,Age-standardized,2012,0.0,0.0,609881.4206,29045.023400000002,6.3424,0.0,0.0,0.0,474712.6289,24104.41,4.8854,0.0,0.0,0.0,759792.0599,35481.2981,7.9856,0.0,False
